tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,,,,,
5.70033593394668E+017,positive,0.6639,,,Virgin America,,jamesferrandini,,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",,2015-02-23 17:32:54 -0800,,,,,,,
5.70016304284901E+017,neutral,1,,,Virgin America,,GottAmanda,,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt,SEA!!!  🍷👍💺✈️,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,,,,,
5.70015408788415E+017,neutral,0.6578,,0,Virgin America,,KGervaise,,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada),,,,,
5.70013523650048E+017,neutral,1,,,Virgin America,,papamurat,,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,,2015-02-23 16:13:09 -0800,,,,,,,
5.7001225754907E+017,positive,1,,,Virgin America,,arieldaie,,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,,2015-02-23 16:08:07 -0800,Los Angeles,,,,,,
5.70011341483844E+017,neutral,0.6799,,,Virgin America,,vacations7,,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,,2015-02-23 16:04:28 -0800,Turks and caicos,,,,,,
5.70010571707257E+017,positive,1,,,Virgin America,,ChelseaPoe666,,0,@VirginAmerica wow this just blew my mind,,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada),,,,,
5.70010539499393E+017,neutral,1,,,Virgin America,,BobGlavinVO,,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada),,,,,
5.70009713447825E+017,neutral,0.6436,,,Virgin America,,lisaaiko,,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,,2015-02-23 15:58:00 -0800,,,,,,,
5.70009035455345E+017,neutral,0.6764,,0,Virgin America,,grantbrowne,,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada),,,,,
5.70006886012973E+017,positive,0.657,,,Virgin America,,joyabsalon,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada),,,,,
5.70004391731847E+017,neutral,1,,,Virgin America,,2v,,0,@VirginAmerica wish you flew out of Atlanta... Soon?,,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada),,,,,
5.70001194900427E+017,neutral,0.7118,,0,Virgin America,,KSmithFoundHere,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,,2015-02-23 15:24:09 -0800,,Atlantic Time (Canada),,,,,
5.70000071644873E+017,neutral,1,,,Virgin America,,papamurat,,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,,2015-02-23 15:19:41 -0800,,,,,,,
5.69996245462159E+017,positive,1,,,Virgin America,,VinnieFerra,,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada),,,,,
5.69990222609412E+017,positive,0.635,,,Virgin America,,KevinDemsi,,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur,,,,,
5.69990163209851E+017,neutral,0.7007,,,Virgin America,,giffgaffman,,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,,2015-02-23 14:40:19 -0800,"UK, USA. ",,,,,,
5.69989504431317E+017,neutral,1,,,Virgin America,,HanlonBrothers,,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane,,,,,
5.69989321698075E+017,neutral,1,,,Virgin America,,emilybg78,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona,,,,,
5.69987622484849E+017,neutral,0.6858,,,Virgin America,,adawson66,,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,,,,,,
5.69986782567072E+017,neutral,1,,,Virgin America,,SocialPLC,,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada),,,,,
5.69986348041548E+017,positive,1,,,Virgin America,,jeffreymace01,,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,,2015-02-23 14:25:09 -0800,,,,,,,
5.69982307634795E+017,neutral,0.6814,,0,Virgin America,,1stcrown,,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada),,,,,
5.69972508499284E+017,positive,0.6922,,,Virgin America,,Travelzoo,,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada),,,,,
5.69961866224652E+017,neutral,1,,,Virgin America,,bxchen,,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada),,,,,
5.69949891163615E+017,neutral,0.6492,,0,Virgin America,,seimatrun,,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,,2015-02-23 12:00:17 -0800,Los Angeles,,,,,,
5.69948966873371E+017,neutral,1,,,Virgin America,,jamied7,,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",,2015-02-23 11:56:37 -0800,"London, England",London,,,,,
5.69942903683813E+017,positive,1,,,Virgin America,,mrmichaellay,,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada),,,,,
5.69941957490774E+017,positive,1,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada),,,,,
5.69940834994401E+017,neutral,1,,,Virgin America,,campusmoviefest,,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada),,,,,
5.69940323746517E+017,neutral,1,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada),,,,,
5.69934395865494E+017,neutral,1,,,Virgin America,,kyle_romanoff,,0,@VirginAmerica what happened to Doom?!,,2015-02-23 10:58:43 -0800,,,,,,,
5.69933777931145E+017,positive,1,,,Virgin America,,artisticwritr87,,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada),,,,,
5.6992339499042E+017,neutral,0.6705,,0,Virgin America,,serenaklal,,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada),,,,,
5.69922008588222E+017,neutral,1,,,Virgin America,,openambit1,,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,2015-02-23 10:09:30 -0800,,,,,,,
5.69920824905306E+017,neutral,0.6545,,0,Virgin America,,cabowine,,0,@VirginAmerica I &lt,3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona,,,,
5.69915941192016E+017,neutral,1,,,Virgin America,,RamotControl,,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",,2015-02-23 09:45:23 -0800,,Pacific Time (US & Canada),,,,,
5.69913339427435E+017,neutral,0.6639,,0,Virgin America,,losermelon,,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,2015-02-23 09:35:03 -0800,,,,,,,
5.69911218942517E+017,neutral,0.6765,,0,Virgin America,,yazdanagh,,0,@VirginAmerica why is flight 345 redirected?,,2015-02-23 09:26:37 -0800,,,,,,,
5.6989440700194E+017,neutral,1,,,Virgin America,,STravelsW,,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",,,,,,
5.69891469210755E+017,neutral,1,,,Virgin America,,joeyrenagade,,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,,2015-02-23 08:08:08 -0800,Greater Los Angeles,,,,,,
5.69887049446076E+017,positive,1,,,Virgin America,,TheDuchessSF,,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada),,,,,
5.69881548515709E+017,neutral,0.6593,,0,Virgin America,,drcaseydrake,,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",,,,,,
5.69873669700358E+017,positive,0.6823,,0,Virgin America,,flyfromWAS,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada),,,,,
5.69873668131717E+017,neutral,1,,,Virgin America,,flyfromSEA,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada),,,,,
5.69873665640292E+017,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada),,,,,
5.69873664612704E+017,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada),,,,,
5.69872058613674E+017,positive,0.678,,,Virgin America,,Silvanabfer,,0,@VirginAmerica Have a great week 🌞✈,,2015-02-23 06:51:01 -0800,,,,,,,
5.69861209781989E+017,positive,0.3482,,0,Virgin America,,AdamJdubs,,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,,2015-02-23 06:07:54 -0800,Earth,Eastern Time (US & Canada),,,,,
5.69814339785339E+017,positive,1,,,Virgin America,,tstashajones,,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada),,,,,
5.69777607371129E+017,positive,1,,,Virgin America,,SkateMamas,,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,,2015-02-23 00:35:42 -0800,"Los Angeles, CA",,,,,,
5.6977407823342E+017,positive,1,,,Virgin America,,dngoo,,0,@VirginAmerica your beautiful front-end design is down right now, but it was cool to still book my ticket b/c all your back-end was secure.,,2015-02-23 00:21:40 -0800,"Near a park, water, or lights",Pacific Time (US & Canada),,,,
5.69770363623576E+017,positive,1,,,Virgin America,,SamBrittenham,,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",,2015-02-23 00:06:55 -0800,USA,Eastern Time (US & Canada),,,,,
5.69714127792255E+017,positive,1,,,Virgin America,,ptbrodie,,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,,2015-02-22 20:23:27 -0800,San Francisco,,,,,,
5.69675144353829E+017,positive,1,,,Virgin America,,cheryleng,,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,"[33.9469039, -118.40716847]",2015-02-22 17:48:33 -0800,,Pacific Time (US & Canada),,,,,
5.69674358135915E+017,neutral,1,,,Virgin America,,HishamSharaby,,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",,2015-02-22 17:45:25 -0800,New York,Eastern Time (US & Canada),,,,,
5.69652497947734E+017,positive,1,,,Virgin America,,JKF1897,,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,2015-02-22 16:18:33 -0800,,,,,,,
5.69649116487291E+017,neutral,1,,,Virgin America,,F6x,,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt,SFO flight?,"[40.64662464, -73.77090177]",2015-02-22 16:05:07 -0800,"San Francisco, CA",Pacific Time (US & Canada),,,,
5.69643262459269E+017,neutral,0.6535,,0,Virgin America,,lawyang588,,0,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,,2015-02-22 15:41:51 -0800,,,,,,,
5.6963363097831E+017,neutral,1,,,Virgin America,,nikkisixxfan93,,0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,,2015-02-22 15:03:35 -0800,"Sacramento,California",Pacific Time (US & Canada),,,,,
5.69625739231949E+017,positive,1,,,Virgin America,,lisaptv,,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,2015-02-22 14:32:14 -0800,,Mountain Time (US & Canada),,,,,
5.69625609799774E+017,neutral,1,,,Virgin America,,dropapp,,0,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",,2015-02-22 14:31:43 -0800,,,,,,,
5.6962010238935E+017,positive,0.7011,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica always!!! Xoxo,,2015-02-22 14:09:50 -0800,All Over!,Pacific Time (US & Canada),,,,,
5.6961649038044E+017,positive,1,,,Virgin America,,SkateMamas,,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,,2015-02-22 13:55:28 -0800,"Los Angeles, CA",,,,,,
5.69615109363929E+017,neutral,0.355,,0,Virgin America,,FiDiFamilies,,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,,2015-02-22 13:49:59 -0800,New York City ,Eastern Time (US & Canada),,,,,
5.69614024578601E+017,positive,1,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica you have amazing staff &amp, super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,,2015-02-22 13:45:41 -0800,All Over!,Pacific Time (US & Canada),,,,
5.69599867716133E+017,positive,1,,,Virgin America,,jessicajaymes,,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,"[33.94652852, -118.40766257]",2015-02-22 12:49:25 -0800,"hollywood, california",Pacific Time (US & Canada),,,,,
5.69596445680116E+017,positive,1,,,Virgin America,,livingfitly,,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,,2015-02-22 12:35:49 -0800,"Washington, DC",Eastern Time (US & Canada),,,,,
5.69586660909974E+017,neutral,1,,,Virgin America,,MACRoxburgh,,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,,2015-02-22 11:56:57 -0800,,Atlantic Time (Canada),,,,,
5.69580805036454E+017,positive,1,,,Virgin America,,paulnakada,,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ,-),,2015-02-22 11:33:40 -0800,San Francisco,Pacific Time (US & Canada),,,,
5.69575679722787E+017,neutral,1,,,Virgin America,,wildcatdad,,0,@VirginAmerica is your website ever coming back online?,,2015-02-22 11:13:18 -0800,,,,,,,
5.69575003248677E+017,neutral,0.6732,,0,Virgin America,,RheaThurman1,,0,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",,2015-02-22 11:10:37 -0800,,,,,,,
5.69574973662233E+017,neutral,1,,,Virgin America,,Osiris91780,,0,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,,2015-02-22 11:10:30 -0800,,,,,,,
5.69574961158816E+017,neutral,1,,,Virgin America,,HeatherWhoo,,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,,2015-02-22 11:10:27 -0800,,,,,,,
5.69482263345308E+017,neutral,1,,,Virgin America,,NewsSWA,,0,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,,2015-02-22 05:02:06 -0800,FL410,Sydney,,,,,
5.6945961888102E+017,neutral,1,,,Virgin America,,NewsSWA,,0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,,2015-02-22 03:32:07 -0800,FL410,Sydney,,,,,
5.69452063920226E+017,neutral,1,,,Virgin America,,NewsSWA,,0,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",,2015-02-22 03:02:06 -0800,FL410,Sydney,,,,,
5.69447071910105E+017,neutral,1,,,Virgin America,,Graemelodge5545,,0,@VirginAmerica Lister to my show my on Monday 1230 130,,2015-02-22 02:42:16 -0800,,,,,,,
5.69429411646157E+017,neutral,1,,,Virgin America,,NewsSWA,,0,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,,2015-02-22 01:32:05 -0800,FL410,Sydney,,,,,
5.693563877859E+017,neutral,0.6816,,0,Virgin America,,khartline,,0,@VirginAmerica I'd love to know what your policy is for damaged luggage.,,2015-02-21 20:41:55 -0800,Las Vegas,Pacific Time (US & Canada),,,,,
5.69354267854705E+017,positive,1,,,Virgin America,,simpasmore,,0,@VirginAmerica Thank you for the follow,,2015-02-21 20:33:30 -0800,Barbados ,Eastern Time (US & Canada),,,,,
5.69324558999691E+017,neutral,0.6701,,0,Virgin America,,TTINAC11,,0,@VirginAmerica @TTINAC11 I DM you,,2015-02-21 18:35:27 -0800,"Las Vegas, NV",Mountain Time (US & Canada),,,,,
5.69323106210153E+017,neutral,0.6942,,0,Virgin America,,elaurawrr,,0,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,,2015-02-21 18:29:40 -0800,,Arizona,,,,,
5.69318130356503E+017,positive,0.3579,,0,Virgin America,,miaerolinea,,0,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,,2015-02-21 18:09:54 -0800,Worldwide,Caracas,,,,,
5.69316358845911E+017,positive,1,,,Virgin America,,archiegips,,0,@VirginAmerica Only way to fly! #Elevate #Gold,,2015-02-21 18:02:51 -0800,LaLa Land,Pacific Time (US & Canada),,,,,
5.6931149830187E+017,neutral,0.653,,,Virgin America,,obiwantoby,,0,@VirginAmerica If only you guys had flights from CMH.,,2015-02-21 17:43:33 -0800,,Quito,,,,,
5.69305113589715E+017,neutral,0.6743,,0,Virgin America,,TheNotoriousLEX,,0,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,,2015-02-21 17:18:10 -0800,Chicago ,Central Time (US & Canada),,,,,
5.69304436612444E+017,positive,0.6783,,,Virgin America,,advertisingdiva,,0,@VirginAmerica you will match my #AmericanAirlines status? Cool!,"[38.9128188, -77.00798226]",2015-02-21 17:15:29 -0800,DC - LA - Venice Beach,Eastern Time (US & Canada),,,,,
5.69304208534598E+017,neutral,0.6863,,,Virgin America,,Floxie10,,0,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,,2015-02-21 17:14:35 -0800,Argentina,,,,,,
5.69298165855339E+017,positive,1,,,Virgin America,,lexiesalas,,0,@VirginAmerica thanks!,,2015-02-21 16:50:34 -0800,BAYAREA✈️NYC,Pacific Time (US & Canada),,,,,
5.69262527281914E+017,positive,1,,,Virgin America,,JT_Magana,,0,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,,2015-02-21 14:28:57 -0800,,,,,,,
5.69261347688608E+017,positive,1,,,Virgin America,,carabubes,,0,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",,2015-02-21 14:24:16 -0800,"Los Angeles, California",Central Time (US & Canada),,,,,
